sentence 	 label
#maga!!! #maga!!! #maga!!! !!! 	 0
#user #user #user url #user url #user url #user url #user url!!! 	 1
saved his body in the process but he has a lot of money next year 	 0
i have a lot of followers who are maga i follow all of them maga i follow all of them maga i follow all of them 	 0
i bet theyll take him out of where he is hiding and protect him 	 0
#user #user you don't know who he is, and you don't know who he is . 	 0
you really are good people on both sides, aren't you? antifa punched nazis . 	 1
i am so happy for you today ilysm 	 0
prepared to testify - but there are some "red" - url #tcot #maga #rednationrising" 	 0
#user #user he is a russian troll . 	 0
i hope she tries to repair her image so she can be friendly to everyone. ~~ 	 0
#user #user she is trying to manipulate the canadian liberals . 	 0
#user they embraced antifa . 	 1
#user #user take a moment to realize that jimin is 22 and shes 39. ~~~ 	 0
i never said that.... you just said things to me in my mouth!  liberals are just stupid! 	 1
i'm experiencing the same thing as anti pernicky assholes. ive been in the same place 	 1
#user needs gun control 	 0
#hadexincursion we're excited to have him! 	 0
this guy is so dumb, he acts like a fool.???? 	 1
#user #user she looks so beautiful #user #user 	 0
#user #user #user #user #user #user #user #user #user!!! 	 1
#maga #maga #letsgetitonurl!!! 	 0
userderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderrderr 	 0
i love him. he's mark twain. ____ 	 0
he needs to be removed from his position and children are being abused . 	 1
if he's so anxious to clear his own name, he should ask dr. ford to take a lie detector test . 	 0
nah they dont give a shit what liberals from ca think . 	 1
if he says he's a devil's agent, i fully support that!!!! 	 1
#rulesforradicals and #rulesforradicals #rulesforradicals!!! 	 0
#resist #antifa and #user's fingerprint will be on this #resist #antifa and #user's 	 0
you are a sexy, perverse woman . 	 1
if the cop had a gun, he wouldn't have been able to attack the attacker . 	 0
he is a victim of his abuser, and he hides in the shadows of his family and friends . 	 0
if i see a woman with a body, its all about the fact that i see her. ive always been 	 0
#user #user #user he mocked the self-professed populists who claim to speak for the people . 	 1
