@USER @USER Mazzone has convinced him he can play in the NFL if he does as he is told and acts like a good little pocket passer 	 0
@USER Of course he does!!  #MAGA  for everyone  	 0
@USER @USER @USER URL  The left party relativizing and playing down communist crimes 	 1
@USER It’s not bizarre. It’s smart business. He is gonna get paid by someone next year and is saving his body in the process. Yes Connor did well. But it’s because the Browns didn’t gameplan for him like they would Bell 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I follow all these MAGA Patriots n got a couple new ones too❤️❤️ps tweeeeeetrrrr I don’t like u hiding these n making it hard to see these trains to follw  URL 	 0
@USER I sure hope they have removed him from where he is and are hiding and protecting him. He is chum in the water right now. 	 0
@USER @USER You are not God and you have no idea who he is. God doesn’t say we can’t like people in fact I feel he sent us Trump in answer to our prayers 	 0
@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case. 	 1
@USER HI ILYSM IT HAS BEEN SUCH A GREAT DAY 	 0
REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches"  URL #TCOT #MAGA #RedNationRising" 	 0
@USER @USER He is a Russian troll. Look at the rest of his page. 	 0
@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people. 	 0
@USER @USER She is attempting to emotionally manipulate Canadians  Standard behaviour for the Trudeau “Liberals”. 	 0
@USER They embraced Antifa. Career killer. 	 1
@USER @USER Take a moment to realize Jimin is 22 and she is 39 years old. 17 year age difference. Breathe that in. 	 0
@USER Thats is not what i was saying.. read my other tweet to you.  I never said that.. you sir are putting words in my mouth!  liberals really are just assholes.. cant have a civil discussion! 	 1
@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder. 	 1
@USER Need gun control to many 	 0
@USER We’re super excited to have him! He is now on board for the #HadexIncursion 	 0
@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool. 	 1
@USER @USER She is so gorgeous @USER  URL 	 0
@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@ 	 1
@USER #MAGA   Let that set in ...... URL 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute 	 0
@USER He IS Mark Twain in my eyes. Love him. 	 0
@USER @USER He needs to be removed from his position. Children have and are being abused and he is covering it up!! 	 1
@USER @USER Then there should be no problem having Kavanaugh take a lie detector test just as Dr. Ford. If he is so anxious to clear his name he should be asking to take a lie detector test. The fact that @USER isn't blasting tweets on this issue also speaks volumes! 	 0
@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think. 	 1
@USER If he is implying that he is an agent of the Devil's will then I fully agree! 	 1
@USER @USER Isn’t this from the Saul Alinsky book #RulesforRadicals or @USER favorite book Antifa Handbook 	 0
@USER If just a veiled accusation can derail it will never stop #resist #antifa and @USER fingerprints all over this 	 0
@USER @USER @USER you are a sexy perverse woman 	 1
@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack. 	 0
@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser". Kavanaugh and his family, friends ever imagined it, never." 	 0
@USER There aren't many instances I've been in where you can just admire the woman's physique. If i spend too long looking at a woman's bits it all comes into question. Porn allows an up close personal experience for as long as I like with no challenges. except of course getting caught 	 0
@USER @USER @USER @USER He is mocking self-professed populists who claim to speak for the people" when those who stand up for "norms" and "rights" are labelled latte drinking elitists" 	 1
I'm shocked that this gun addict is also an alleged pervert! URL   #NRA #2A #MolonLabe #gunsense #momsdemand #MAGA #WednesdayWisdom 	 1
@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!! 	 1
@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time? 	 1
@USER @USER Just think... this chap was teaching... 	 0
@USER Blowing dirt and the misery of millions? 	 1
@USER @USER Maybe Antifa can find gainful employment and join the american dream. URL 	 0
@USER Beto I would love it if you could become a Texas senator. You need to support the 2nd amendment to get elected. Once you’re in you effect change. You have my vote but I am not worried at all about losing my gun ownership. The gun control argument is Teds best fight 	 0
@USER @USER So What? We all have concerns on gun control but one man is not going to change our problem. It is much deeper than that. 	 0
@USER Gun control - no guns if you are a liberal!!What an idiot... 	 1
@USER Lol Religion of peace" am I right fellow classical liberals? Izlam totes needs a Reformation" 	 0
#RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL 	 0
@USER in the fake national emergency that was created by conservatives for their nwo bullshit 	 1
@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control"" 	 1
@USER @USER I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you" to the Sith on Alderaan. He was a good Master." 	 0
@USER @USER My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL. 	 1
@USER @USER Learning English for “Conservatives” 	 0
@USER Ask your friends over at @USER 	 0
@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman   She tried to tell me that stickerwoman was a hate crime against Muslims ... 	 0
@USER @USER @USER @USER Becca. She is too much work. 	 0
@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help? 	 0
@USER .@USER Me thinks you are TERRIFIED of Americans seeing the declassified docs! We conservatives like transparency which seems to be a dirty word to u dems. PS WE HAVE NO WORRIES ABOUT OUR GREAT PRESIDENT!  #DeclassifyItAll 	 0
- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... ‍♀️ She is something else!! Love that lady.... 	 0
@USER If you are considering leaving the Republican party PLEASE DO. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign. 	 0
President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL 	 0
@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns. 	 0
@USER @USER She now THINKS she is a political activist the same way she THINKS she can act 	 0
@USER She is quick!!! 	 0
@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! ‍♂️ 49ers need to get their head out of their asses 	 1
@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!! 	 1
@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER 	 0
@USER @USER Gun control is hitting the target where you intended to hit it.   Since Democrats want to infringe on everyone else's gun rights. I'm ok with just banning them from Dems. URL 	 0
@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha 	 1
@USER @USER Just Chicago so they can stop the gun violence. Seems that is what democrats claim will stop it. Show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works. Make it a model of successful gun control policies. 	 1
HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL 	 0
@USER You are a wonderful asset and a great influence! 	 0
@USER This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags? 	 0
@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained 	 1
@USER Judge Roy Moore will masterbate to this story.  #MAGA 	 1
4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort  URL 	 0
@USER @USER More Jewish theatrics from (((Google))) 	 0
@USER Calling b s 	 0
@USER Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa 	 0
@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is  	 0
@USER 1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey. 	 0
@USER 100% he is the Messi of goalkeeping GOAT 	 1
@USER Hello... the problem with more gun control is the only people that guns are being taken away from or ‘controlled’ as you say are people like me who has the legal right to carry a gun. So before you continue to scream gun control... look at who it would affect. 	 0
@USER He is short and felt I should bow down at the mention of engineer..   	 0
@USER And Twitter seems to be beholden to CNN 	 0
@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol. You are not arguing againstbthe system I want, and I am not arguing in favor of the system you describe.  That is like you arguing for the principles of anarchy, and me constantly saying oh yeah, well, Hillary was a corrupt politician"  Irrelevant.  Factual, but irrelevant" 	 0
@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA 	 1
@USER #JustSayin’ what the majority is thinking. More #FakeOutrage &amp; #Lies from the #LunaticLeft. Never seen so many sore losers throwing temper-tantrums for almost 2 years now. Embarrassing! #MAGA URL 	 1
@USER Beto-male 	 0
@USER As a member of antifa? ;) 	 0
@USER @USER Yup! She will destroy hard working ppl and small businesses. She is evil with a pretty face and ppl are falling for it. 	 1
@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him 	 0
@USER @USER Same rat that said antifa was a Black organization 	 1
.@USER is her own person. She is not a @USER copycat. #NVSen URL 	 0
@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…? 	 1
:(( I want him to rest 4ever :((( He is such a sleepy baby :((( URL 	 0
@USER @USER @USER People don't seem to know about these organizations or understand their scheme. It's anti-freedom tuition fees and Antifa piggy banks. Need more people to denounce it and make students aware of it so they can vote to stop funding them. 	 0
@USER Do we get to choose which women go first? 	 0
@USER Deluded until he is walked off. 	 0
@USER polls pls 	 0
@USER He’s an NBA plant! 	 0
99.9% of the Alumni" standing up for #ChristineBlaseyKavanaugh didn't even know her....and none are witnesses to her "stories." DemocRATS &amp; Liberals are just to destroy America.  #ConfirmKavanaughNow" 	 1
#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is running in a crowded field &amp; is being hailed by the media as the best candidate. Thanks for doing what “conservatives” refuse to do! URL 	 0
@USER Yes that and ANTIFA. 	 0
@USER The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control. 	 0
@USER @USER @USER I am sure he is doing that in his organization.   Also respect is a two way street. Law enforcement  job is to protect  and SERVE its citizens.  It like they miss that part . 	 1
@USER Cali already has some of the most strict gun control laws in the county. And you can't blame this on on Indiana. 	 1
@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun 	 1
@USER @USER @USER We all know death threat are a Resist/Antifa tactic. 	 0
@USER Double down on rating. Bet NCAA loves this. 	 0
@USER @USER He is delusional. 	 0
@USER Wayne say he trying out do drake so this shit gotta be decent at least! 	 1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots but pls follow back! 	 0
@USER Another Snow Flake melting down.. URL 	 0
@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account. 	 0
@USER What she is proven??? Lies??? 	 1
Mark Judge doesn't want to lie for KAVANAUGH. #MAGA @USER URL 	 0
@USER The real #Antifa 	 0
Repeat After Me:  I will NOT listen to the polls I will NOT get discouraged, even if I'm in a blue" state I will vote Republican on Tuesday, November 6th, 2018  #iPledgeToVote #MAGA #RedtoBlue" 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back! 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great girl and I’m sure there are more of them. In the Democratic Party. She is a real prize 	 0
@USER could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn 	 1
@USER @USER @USER @USER Antifa....that's who. It works both ways...be careful. 	 0
@USER @USER I don't know who she is  	 0
@USER Socialism and more gun control NO THANKS! 	 0
@USER Fluctuat Nec Mergitur - Latin for she is tossed by the waves but she does not sink - also the city motto of Paris. 	 0
@USER And how is the investigation  against your son the antifa  Terrorist going 	 1
@USER I'm responding with a fact. You are totally unfamiliar with how Harper government incentives and it's laughable that you're saying that. You know what you can have your check mate. I give it to you. 	 0
