sentence 	 label
and he said, maga!!! 	 0
#username #username #username url #username url #username url _______________________________________________________ daniel.m.carter@gmail 	 1
and he saved his own body in the process, but now he hath much wealth next year . 	 0
and i will follow them that fear me, and those that fear my name, saith the lord god . 	 0
and i know that they will deliver him out of where he is hid, and will preserve him . 	 0
and he said unto them, ye are not of god, and ye know not who he is . 	 0
and the antifa, which is the name of the youth wing of the antifaschist, punched the heads 	 1
ilysm, i have joy in thee this day . 	 0
prepared to bear witness - but there are some that are red, and url #tcot #maga #rednationrising . 	 0
he is a russian troll . 	 0
i hope that she will repair her image, that she may be friendly unto all men . 	 0
she hath devised a device against the liberal party of canada . 	 0
and they embraced antifa . 	 1
and he said, take a moment to consider that jimin is twenty and two years old and she is nine years old . 	 0
i never said that, thou art just that speakest things in my mouth! 	 1
i am afflicted with the same as the pernickety bastard . 	 1
for gun control is the right of all . 	 0
hadexincursion we are very glad to have him! 	 0
the man is such an one, that he acteth like a fool . 	 1
she is beautiful: behold, thou shalt love her . 	 0
and he said, let me see the man . 	 1
and he said, let it be done for us on the url . 	 0
the lord said unto moses, write thou these words, and thou shalt put them in a book, and shalt put them in a book, and shalt put them in 	 0
i love him . 	 0
he must be removed from his office, and children be spoiled . 	 1
if he be so anxious to clear his name, let him ask the advice of the physicians, that they may give him a lie detector test . 	 0
and no, they have not given heed to the liberal from ca, that thinketh that they are 	 1
if he say, i am a devil's agent; i am fully on board! 	 1
for the rule of the radicals is to be observed with reverence: and the rule of the radicals is to be observed with fear 	 0
and the lord said unto moses, take the two tables of the testimony, and put them in the hands of the two men that are to look on 	 0
thou art a lewd, perverse woman . 	 1
if the cop had a gun, he could not deliver the ass, because the ass had no weapon . 	 0
he is a prey to his abusers, and hideth himself in the company of his kinsmen and his friends . 	 0
for if i have found grace in thy sight, all that is in the woman is of the fact that i have looked upon her . 	 0
and he mocked the selfprofessed populists, who profess to speak for the people . 	 1
nra #2a #molonlabe #gunsense #momsdemand #maga #wednesdaywisdom #wednesdaywisdom #wednesdaywisdom #wednesdaywisdom #wednesdaywisdom #wednesdaywisdom #wednesdaywisdom #wednesdayw 	 1
and he said unto them, what is this foolishness of the liberal? 	 1
if they will feign themselves to be wicked in the sight of men, i would have known whether they were better when 	 1
and the man said unto him, thinkest thou this? 	 0
is it not written in the law of moses, that the lord blew with a trumpet 	 1
maybe the antifa may find a job, and become a dream of the land of the living . 	 0
i would that thou wouldest cast me out, but i am not troubled . 	 0
for we all have one complaint against gun control, that one man cannot change the matter . 	 0
gun control - nay, if thou be liberal! 	 1
is izlam a religion of peace? 	 0
redwaverising2018. a platform for gun control? (?) 	 0
the same is the case of the conservatives, which have created an emergency in the 	 1
and they said, we need a great pharma lobby that can bribe the gope like the great pharma . 	 1
he is a little perverse, as when he saith, i will not see thee when i smell thy perfumes . 	 0
the democrats are always mean unto us, and always lose their heads . 	 1
and the lord said unto moses, write these words: and aaron shall bear them before the lord . 	 0
tell your friends that they come to thee . 	 0
and when she was a woman, she told me that she was a hate crime against the muslims . 	 0
and becca said, becca is too much work . 	 0
how hast thou done this great thing in texas? 	 0
for we conservatives delight in the light of the declassified documents, that seem to be a filthy word to the americans . 	 0
and my mama loved it, and wept . 	 0
if ye consider your own salvation, consider this also: if ye depart from the republican party 	 0
the city of david was called springfield, and the name thereof after the name of the firstborn son of david . 	 0
and the lord said unto moses, take the people, and the elders, and the children, and the cattle, and the young men, and the women, and the cattle, and the young women, and the cattle, and the young men , 	 0
and now she imagines to be a political activist, just as she imagines to be a prophet . 	 0
she is swift in her work, she is swift in her work , 	 0
and the one called back kyle said, the one that was to be chosen was a wicked one! 	 1
so we are to denounce the democrats, and their antifa thugs? 	 1
and he said unto them, ye know that it is a waste of time, so that ye know, that it is a waste of 	 0
the following is the text of the letter that was sent to the governor of the province of the jews, and to the governor of the province of syria: the following is the copy of the letter that was sent unto the governor of the province of the 	 0
and i saw, but i thought not that it was an image . 	 1
the democrats say, let us make a stop to gun violence in our cities, that the nation may see how it is done . 	 1
maga # kag # votered # walkaway url __________________ 	 0
thou art a great and an excellent thing! 	 0
i remember when conservatives sought to know whether monica was on her knees or on her backside . 	 0
