sentence 	 label
o maga! 	 0
#user ’s name’s name’s name’s name’s name’s name’s name� 	 1
he hath saved his body in the process, but he hath much money next year . 	 0
i do follow all of them, and i do follow them all, and i do follow them all, and i do follow them all, and i do follow them all, and i do follow them all, and i do follow them all, and i 	 0
i know they will take him out of where he is hid and bear him to safety . 	 0
you are not god, and you know not who he is . 	 0
are you well-kind men on both sides, antifa? 	 1
i thank thee, ilysm . 	 0
prepared to be sworn—but there are some “red”— url “tcot” ”maga” � 	 0
#user “user” he is a russian troll . 	 0
i hope she will mend her image so she may be friendly to all . 	 0
#user “she’s a shrewdly manipulator of the canadian liberals . 	 0
they have embraced the antifa . 	 1
#user #user take some time to consider that, as you say, jimin is twenty-two and she is forty 	 0
i never said that, you just say things to me in my mouth!  liberals are but fools! 	 1
i do perceive the same thing as the pernicky bastard disorder . 	 1
user needs gun control . 	 0
hadexincursion we are very glad to welcome him! 	 0
the man is such a fool, that he acts like a fool . 	 1
she is beautiful . 	 0
#user ’tween ’tween ’tween ’tween ’tween ’tween ’ 	 1
let us fetch it on ’t . 	 0
user ’s name, and ’t is the name of the man . 	 0
i love him . 	 0
he must be removed from his position and children are abused . 	 1
if he be so much in a hurry to clear his name, he should ask the doctor to take a lie detector test . 	 0
nay, they give no heed what liberals from ca think . 	 1
if he say he is a devil’s agent, i am aboard! 	 1
for radicals, and for all, let us have the rule of law . 	 0
this is the way to resist ’t: ’resist ’t with ’t . 	 0
thou art a most sultry, perverseness woman . 	 1
if the cop had a weapon, he would not be able to assault the assailant . 	 0
he is a victim of his own abuse, and he hides himself in the shadows of his family and friends . 	 0
if i look upon a woman’s body, it is all about the fact that i look upon her . 	 0
he hath mocked the self-professed populists that claim to speak for the people . 	 1
nra #2a                       � 	 1
what is the matter today with the liberal that he is so dumb! 	 1
i would i knew if they were better when they pretend to be bad at the crime of rape . 	 1
#user “just think” the man hath taught him.” 	 0
#user blowing up the earth and the suffering of millions? 	 1
#user “user” perhaps the antifa may find a workman and become a dream of america . 	 0
i would have you to vote for me, but i fear you . 	 0
we all have a quarrel with gun control, but one man cannot change the matter . 	 0
gun control—no more if you be a liberal! 	 1
is it a religion of peace that izlam hath? 	 0
a platform for gun control? 	 0
user in the counterfeit emergency created by the conservatives . 	 1
we need a great pharma-lobbying lobby that can bribe the gop like big pharma . 	 1
he is a little witty, like when he says i will not see you when i smell you . 	 0
the democrats are ever mean to us, and they lose their heads . 	 1
#user ’tween ’tween ’tween ’tween ’tween ’t 	 0
tell your friends to come hither . 	 0
i have heard her say she was a hate crime against muslims when she was a woman . 	 0
becca, too much work . 	 0
how did you with texas? 	 0
we are not troubled with the americans seeing the declassified documents, we conservatives like transparency that seems to be a dirty word to the americans . 	 0
i had a sweet visit from my mamma . 	 0
if you consider your departure from the republican party, please your conscience . 	 0
i know you are a man, and i know you are a man . 	 0
i have a great love for you, and i have a great love for you . 	 0
now she thinks she can be a political activist, just as she thinks she can . 	 0
she is quick, she is quick , 	 0
the one called back kyle that he was to pick out a bad one! 	 1
and should we not be ashamed to be so denounced by democrats & their antifa thugs? 	 1
why, it is a waste of time, so you know, to be so long in it . 	 0
i have a letter from you, sir, which i have sent to the office of the law, and i have a letter from you, sir, which i have sent to the office of the law . 	 0
i saw it, but i think it is not a tattoo . 	 1
the democrats claim that they will stop the violence in the city, so the nation shall see how it works . 	 1
# maga “kag” “votered” ” walka 	 0
thou art a most excellent asset and a most excellent influence! 	 0
i remember when conservatives did desire to know if monica were on her knees or on her back . 	 0
i know, sir, that you are a most vile, a most rapacious, a most government-employee-like, a most government-employee-like, a most government-employee-like, a most government-employee- 	 1
this tale shall be the master of ’s.’   � 	 1
4a: the texas medical board's efforts to carry out a “back-door” gun control” url � 	 0
more jewish tricks from ’tween thee and me! 	 0
user calling b s s 	 0
well, i do believe she lies too, but if you threaten her, you are but like antifa . 	 0
i know not why i know not who she is . 	 0
if she be a habitual liar, she may pass it . 	 0
all goalkeepers are messi’s goat . 	 1
you are the only man that takes away the right of men to bear arms for their own defence . 	 0
i do think he is short, and i must bow to him . 	 0
and twitter follows cnn . 	 0
there is a higher crime rate in the republic of chicago . 	 0
user ’s name, and ’t is the name of the man . 	 0
why, we did not attempt to overthrow the president! 	 1
why, just say what the majority thinks . 	 1
beto-male beto-male 	 0
#user do you belong to the antifa? 	 0
